"Sale_Price","Alley","Bedroom_AbvGr","Bldg_Type","Bsmt_Cond","Bsmt_Exposure","Bsmt_Full_Bath","Bsmt_Half_Bath","Bsmt_Qual","Bsmt_Unf_SF","BsmtFin_SF_1","BsmtFin_SF_2","BsmtFin_Type_1","BsmtFin_Type_2","Central_Air","Condition_1","Condition_2","Condition_3","Electrical","Enclosed_Porch","Exter_Cond","Exter_Qual","Exterior_1st","Exterior_2nd","Fence","Fireplace_Qu","Fireplaces","First_Flr_SF","Foundation","Full_Bath","Functional","Garage_Area","Garage_Cars","Garage_Cond","Garage_Finish","Garage_Qual","Garage_Type","Garage_Yr_Blt","Gr_Liv_Area","Half_Bath","Heating","Heating_QC","House_Style","Kitchen_AbvGr","Land_Contour","Land_Slope","Lot_Area","Lot_Area_m2","Lot_Config","Lot_Frontage","Lot_Shape","Low_Qual_Fin_SF","Mas_Vnr_Area","Mas_Vnr_Type","Misc_Feature","Misc_Feature_2","Misc_Val","Mo_Sold","MS_SubClass","MS_Zoning","Neighborhood","Open_Porch_SF","Overall_Cond","Overall_Qual","Paved_Drive","Pool_Area","Pool_QC","Roof_Matl","Roof_Style","Sale_Condition","Sale_Type","Screen_Porch","Second_Flr_SF","Street","Three_season_porch","Total_Bsmt_SF","TotRms_AbvGrd","Utilities","Wood_Deck_SF","Year_Built","Year_Remod_Add","Year_Sold"
260000,NA,3,"OneFam","Typical","Av",1,0,"Excellent",256,1274,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Good","VinylSd","VinylSd",NA,"Good",1,1530,"PConc",2,"Typ",430,2,"Typical","Fin","Typical","Attchd",2005,1530,0,"GasA","Excellent","One_Story",1,"Low","Mod",16158,1501.126674,"Inside",124,"Slightly_Irregular",0,16,"Stone",NA,"Othr",0,6,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Stone_Brook",36,"Average","Good","Paved",0,NA,"CompShg","Hip","Normal","WD ",0,0,"Pave",0,1530,7,"AllPub",168,2005,2005,2009
185000,NA,3,"OneFam","Typical","No",1,0,"Good",722,400,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","Wd Sdng",NA,"Typical",1,946,"PConc",2,"Typ",567,2,"Typical","Unf","Typical","Attchd",1977,1934,1,"GasA","Excellent","Two_Story",1,"Lvl","Gtl",11900,1105.5457,"Inside",85,"Regular",0,157,"BrkFace",NA,"Othr",0,7,"Two_Story_1946_and_Newer","Residential_Low_Density","Gilbert",176,"Above_Average","Average","Partial_Pavement",0,NA,"CompShg","Gable","Normal","WD ",200,988,"Pave",0,1122,6,"AllPub",0,1977,1977,2009
260000,NA,4,"OneFam","Typical","No",1,0,"Good",153,692,0,"GLQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Good","CemntBd","CmentBd","Good_Privacy","Typical",1,1153,"CBlock",2,"Typ",484,2,"Typical","RFn","Typical","Attchd",1983,2353,1,"GasA","Typical","Two_Story",1,"Lvl","Gtl",13005,1208.203515,"Corner",94,"Slightly_Irregular",0,278,"BrkFace",NA,"Othr",0,8,"Two_Story_1946_and_Newer","Residential_Low_Density","Northwest_Ames",195,"Good","Good","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,1200,"Pave",0,845,10,"AllPub",288,1980,1980,2009
181000,NA,3,"OneFam","Fair","No",0,0,"Good",1362,0,0,"Unf","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Good","Typical","HdBoard","HdBoard",NA,"Typical",1,1586,"CBlock",2,"Typ",435,2,"Typical","Unf","Typical","Attchd",1979,1586,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",17043,1583.345829,"CulDSac",48,"Slightly_Irregular",0,0,"None",NA,"Othr",0,1,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Average","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1362,7,"AllPub",192,1979,1998,2009
82500,NA,3,"OneFam","Typical","No",0,0,"Typical",564,822,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Good","Typical","Plywood","Plywood",NA,"Typical",1,1411,"CBlock",2,"Typ",544,2,"Typical","Fin","Typical","Attchd",1977,1411,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",11900,1105.5457,"Inside",85,"Regular",0,209,"BrkFace",NA,"Othr",0,4,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Average","Good","Paved",0,NA,"CompShg","Hip","Family","WD ",0,0,"Pave",0,1386,6,"AllPub",192,1977,1977,2009
215000,NA,3,"OneFam","Typical","No",0,1,"Good",356,1246,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Good","CemntBd","CmentBd",NA,"Typical",1,1602,"CBlock",2,"Typ",529,2,"Typical","Fin","Typical","Attchd",1977,1602,0,"GasA","Good","One_Story",1,"Lvl","Gtl",16635,1545.441405,"FR2",NA,"Slightly_Irregular",0,126,"Stone",NA,"Othr",0,6,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Good","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1602,8,"AllPub",240,1977,2000,2009
154000,NA,4,"OneFam","Typical","No",0,0,"Good",832,0,0,"Unf","Unf","Y","RRNn","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,"Typical",1,1154,"CBlock",2,"Typ",529,2,"Typical","RFn","Typical","Attchd",1978,2050,1,"GasA","Typical","Two_Story",1,"Lvl","Gtl",13250,1230.96475,"Inside",NA,"Slightly_Irregular",0,256,"BrkFace",NA,"Othr",0,5,"Two_Story_1946_and_Newer","Residential_Low_Density","Northwest_Ames",192,"Above_Average","Good","Paved",0,NA,"CompShg","Gable","Abnorml","WD ",0,896,"Pave",0,832,8,"AllPub",192,1978,1978,2009
200000,NA,3,"OneFam","Typical","No",0,0,"Typical",1064,363,0,"LwQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","VinylSd","VinylSd",NA,"Typical",1,1671,"PConc",2,"Typ",484,2,"Typical","RFn","Typical","Attchd",1978,1671,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",10928,1015.243984,"Inside",80,"Regular",0,101,"BrkFace",NA,"Othr",0,8,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",55,"Above_Average","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1427,7,"AllPub",252,1978,1986,2009
249000,NA,4,"OneFam","Typical","No",0,0,"Good",441,602,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","Plywood","Plywood",NA,"Typical",1,1539,"CBlock",2,"Typ",441,2,"Typical","RFn","Typical","BuiltIn",1980,2673,1,"GasA","Typical","Two_Story",1,"Lvl","Gtl",12388,1150.882364,"Inside",NA,"Slightly_Irregular",0,229,"BrkFace",NA,"Othr",0,8,"Two_Story_1946_and_Newer","Residential_Low_Density","Northwest_Ames",84,"Good","Good","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,1134,"Pave",0,1043,9,"AllPub",178,1980,1991,2009
187500,NA,3,"OneFam","Typical","Av",1,0,"Good",336,1036,0,"GLQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","Plywood","Plywood",NA,"Typical",2,1472,"CBlock",2,"Typ",588,2,"Typical","Unf","Typical","Attchd",1980,1472,0,"GasA","Typical","SLvl",1,"Lvl","Gtl",14115,1311.325845,"Inside",NA,"Regular",0,225,"BrkFace",NA,"Othr",0,6,"Split_or_Multilevel","Residential_Low_Density","Northwest_Ames",48,"Average","Good","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1372,6,"AllPub",233,1980,1980,2009
184000,NA,3,"OneFam","Typical","No",0,0,"Typical",308,832,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,"Typical",1,1707,"PConc",2,"Typ",479,2,"Typical","Fin","Typical","Attchd",1978,1707,0,"GasA","Good","One_Story",1,"Lvl","Gtl",11088,1030.108464,"Inside",80,"Regular",0,144,"BrkFace",NA,"Othr",0,5,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Average","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1140,7,"AllPub",0,1978,1998,2009
278000,NA,4,"OneFam","Typical","No",1,0,"Good",1420,1104,0,"ALQ","Unf","Y","PosN","Norm","Norm","SBrkr",0,"Typical","Good","BrkFace","BrkFace","Minimum_Privacy","Good",1,2524,"PConc",2,"Typ",542,2,"Typical","Fin","Typical","Attchd",1981,2524,1,"GasA","Typical","One_Story",1,"Lvl","Gtl",9600,891.8688,"Inside",80,"Regular",0,0,"None",NA,"Othr",0,7,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",120,"Average","Very_Good","Paved",0,NA,"WdShngl","Hip","Normal","WD ",0,0,"Pave",0,2524,9,"AllPub",474,1981,1981,2009
157000,NA,3,"OneFam","Typical","No",0,0,"Good",567,704,0,"ALQ","Unf","Y","RRAn","Norm","Norm","SBrkr",0,"Typical","Typical","Plywood","Plywood",NA,"Typical",1,1601,"CBlock",2,"Typ",478,2,"Typical","RFn","Typical","Attchd",1978,1601,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",11880,1103.68764,"Inside",82,"Slightly_Irregular",0,206,"BrkFace",NA,"Othr",0,4,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Average","Good","Paved",0,NA,"CompShg","Gable","Abnorml","COD",0,0,"Pave",0,1271,7,"AllPub",0,1978,1978,2009
152000,NA,3,"OneFam","Typical","No",0,0,"Good",1090,0,0,"Unf","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard","Minimum_Privacy","Typical",1,1370,"CBlock",2,"Typ",479,2,"Typical","RFn","Typical","Attchd",1976,1370,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",10400,966.1912,"Inside",80,"Regular",0,189,"BrkFace",NA,"Othr",0,6,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Average","Good","Paved",0,NA,"CompShg","Gable","Family","WD ",0,0,"Pave",0,1090,6,"AllPub",0,1976,1976,2009
197500,NA,4,"OneFam","Typical","No",1,0,"Typical",399,381,0,"ALQ","Unf","Y","PosN","Norm","Norm","SBrkr",0,"Good","Typical","Plywood","Plywood",NA,"Typical",1,1088,"CBlock",2,"Typ",484,2,"Typical","Unf","Typical","Attchd",1976,1868,1,"GasA","Excellent","Two_Story",1,"Lvl","Gtl",10304,957.272512,"CulDSac",NA,"Slightly_Irregular",0,44,"BrkFace",NA,"Othr",0,10,"Two_Story_1946_and_Newer","Residential_Low_Density","Northwest_Ames",96,"Good","Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,780,"Pave",0,780,9,"AllPub",448,1976,1976,2009
240900,NA,3,"OneFam","Typical","Mn",1,0,"Good",304,622,0,"GLQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Good","CemntBd","CmentBd",NA,"Excellent",1,1016,"PConc",2,"Typ",581,2,"Typical","RFn","Typical","Attchd",2003,1884,1,"GasA","Excellent","Two_Story",1,"Lvl","Gtl",7000,650.321,"Inside",70,"Regular",0,0,"None",NA,"Othr",0,6,"Two_Story_1946_and_Newer","Floating_Village_Residential","Somerset",35,"Average","Good","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,868,"Pave",0,926,7,"AllPub",0,2003,2003,2009
263435,NA,3,"OneFam","Typical","No",1,0,"Good",288,544,0,"GLQ","Unf","Y","RRAn","Norm","Norm","SBrkr",0,"Typical","Good","VinylSd","VinylSd",NA,NA,0,832,"PConc",2,"Typ",552,2,"Typical","Fin","Typical","BuiltIn",2009,1935,1,"GasA","Excellent","Two_Story",1,"Lvl","Gtl",8004,743.595612,"Inside",75,"Slightly_Irregular",0,110,"Stone",NA,"Othr",0,12,"Two_Story_1946_and_Newer","Floating_Village_Residential","Somerset",150,"Average","Very_Good","Paved",0,NA,"CompShg","Gable","Partial","New",0,1103,"Pave",0,832,8,"AllPub",0,2009,2009,2009
220000,NA,3,"OneFam","Typical","No",0,0,"Good",1058,0,0,"Unf","Unf","Y","RRNn","Norm","Norm","SBrkr",0,"Typical","Good","VinylSd","VinylSd",NA,"Typical",1,1058,"PConc",2,"Typ",588,2,"Typical","Fin","Typical","Attchd",2000,1874,1,"GasA","Excellent","Two_Story",1,"Lvl","Gtl",7500,696.7725,"Inside",NA,"Regular",0,0,"None",NA,"Othr",0,3,"Two_Story_1946_and_Newer","Floating_Village_Residential","Somerset",134,"Average","Very_Good","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,816,"Pave",0,1058,7,"AllPub",0,2000,2001,2009
235000,NA,3,"OneFam","Typical","No",0,0,"Good",471,225,276,"GLQ","ALQ","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Good","VinylSd","VinylSd",NA,"Good",1,972,"PConc",2,"Typ",565,2,"Typical","RFn","Typical","Attchd",2002,1811,1,"GasA","Excellent","Two_Story",1,"Lvl","Gtl",8470,786.88841,"Corner",NA,"Regular",0,0,"None",NA,"Othr",0,10,"Two_Story_1946_and_Newer","Floating_Village_Residential","Somerset",48,"Average","Very_Good","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,839,"Pave",0,972,7,"AllPub",225,2002,2002,2009
213000,NA,3,"OneFam","Typical","Av",1,0,"Good",120,1333,168,"ALQ","LwQ","Y","PosN","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,"Fair",2,1621,"CBlock",2,"Typ",478,2,"Typical","RFn","Typical","Attchd",1975,1621,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",9373,870.779819,"CulDSac",NA,"Slightly_Irregular",0,161,"BrkFace",NA,"Othr",0,6,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Good","Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",490,0,"Pave",0,1621,7,"AllPub",0,1975,1975,2009
167900,NA,3,"OneFam","Typical","No",1,0,"Typical",228,888,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","Plywood","Plywood","Good_Wood","Typical",1,1116,"CBlock",2,"Typ",528,2,"Typical","RFn","Typical","Attchd",1974,1116,0,"GasA","Excellent","One_Story",1,"Lvl","Gtl",10140,942.03642,"Inside",78,"Regular",0,196,"BrkFace",NA,"Othr",0,4,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Above_Average","Above_Average","Paved",0,NA,"CompShg","Hip","Normal","WD ",0,0,"Pave",0,1116,6,"AllPub",0,1974,1974,2009
158000,NA,3,"OneFam","Typical","No",0,0,"Typical",540,636,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","Plywood","Plywood",NA,"Typical",1,1193,"CBlock",2,"Typ",506,2,"Typical","Unf","Typical","Attchd",1975,1193,0,"GasA","Fair","One_Story",1,"Lvl","Gtl",11050,1026.57815,"Corner",85,"Slightly_Irregular",0,0,"None",NA,"Othr",0,8,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Average","Good","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1176,5,"AllPub",40,1975,1975,2009
165000,NA,3,"OneFam","Typical","No",0,0,"Good",1064,0,0,"Unf","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard","Minimum_Privacy","Typical",1,1350,"CBlock",2,"Typ",478,2,"Typical","RFn","Typical","Attchd",1974,1350,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",10140,942.03642,"Inside",78,"Regular",0,174,"BrkFace",NA,"Othr",0,8,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","Northwest_Ames",0,"Average","Above_Average","Paved",0,NA,"CompShg","Hip","Normal","WD ",0,0,"Pave",0,1064,7,"AllPub",0,1974,1974,2009
158000,NA,3,"OneFam","Typical","No",0,0,"Typical",689,0,0,"Unf","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard","Good_Privacy","Typical",1,1378,"CBlock",2,"Typ",583,2,"Typical","RFn","Typical","Attchd",1972,2119,1,"GasA","Typical","SLvl",1,"Lvl","Gtl",10448,970.650544,"Corner",NA,"Slightly_Irregular",0,333,"BrkFace",NA,"Othr",0,8,"Split_or_Multilevel","Residential_Low_Density","Northwest_Ames",104,"Above_Average","Above_Average","Paved",0,NA,"CompShg","Gable","Abnorml","COD",0,741,"Pave",0,689,7,"AllPub",0,1972,1972,2009
136000,NA,4,"Duplex","Typical","No",0,0,"Good",896,0,0,"Unf","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","VinylSd","VinylSd",NA,NA,0,896,"CBlock",2,"Typ",0,0,NA,NA,NA,NA,NA,1792,2,"GasA","Typical","Two_Story",2,"Lvl","Gtl",9000,836.127,"FR2",60,"Regular",0,0,"None",NA,"Othr",0,9,"Duplex_All_Styles_and_Ages","Residential_Low_Density","North_Ames",45,"Average","Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,896,"Pave",0,896,8,"AllPub",32,1974,1974,2009
148500,NA,3,"OneFam","Typical","No",1,0,"Typical",174,828,0,"BLQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","MetalSd","MetalSd","Minimum_Privacy",NA,0,1002,"CBlock",1,"Typ",902,2,"Typical","Unf","Typical","Detchd",1973,1002,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",8750,812.90125,"Inside",NA,"Slightly_Irregular",0,76,"BrkFace",NA,"Othr",0,8,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",0,"Above_Average","Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1002,5,"AllPub",0,1970,1970,2009
156000,NA,3,"OneFam","Typical","No",1,0,"Typical",115,439,472,"GLQ","LwQ","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","Plywood","Plywood",NA,NA,0,1026,"CBlock",1,"Typ",440,2,"Typical","RFn","Typical","Detchd",1969,1026,0,"GasA","Good","One_Story",1,"Lvl","Gtl",7930,736.72079,"Inside",61,"Regular",0,0,"None",NA,"Othr",0,7,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",48,"Very_Good","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1026,5,"AllPub",171,1969,2005,2009
128000,NA,2,"OneFam","Typical","No",0,0,"Typical",1180,0,0,"Unf","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,NA,0,1180,"CBlock",1,"Typ",477,2,"Typical","RFn","Typical","Attchd",1970,1180,1,"GasA","Typical","One_Story",1,"Lvl","Gtl",7830,727.43049,"Inside",NA,"Slightly_Irregular",0,0,"None",NA,"Othr",0,3,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",45,"Average","Average","Paved",0,NA,"CompShg","Gable","Normal","COD",0,0,"Pave",0,1180,6,"AllPub",0,1970,1970,2009
143000,NA,3,"OneFam","Typical","No",1,0,"Good",543,500,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","Plywood","Plywood",NA,NA,0,1050,"CBlock",1,"Typ",336,1,"Typical","Unf","Typical","Attchd",1971,1050,1,"GasA","Excellent","One_Story",1,"Lvl","Gtl",8510,790.60453,"Inside",NA,"Slightly_Irregular",0,178,"BrkFace",NA,"Othr",0,7,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",0,"Good","Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,1043,6,"AllPub",0,1971,1971,2009
76500,NA,3,"OneFam","Typical","No",1,0,"Typical",138,726,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","VinylSd","VinylSd","Good_Privacy",NA,0,864,"CBlock",1,"Typ",576,2,"Typical","Unf","Typical","Detchd",2001,864,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",7038,653.851314,"Inside",60,"Regular",0,0,"None",NA,"Othr",0,9,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",0,"Above_Average","Below_Average","Paved",0,NA,"CompShg","Gable","Abnorml","WD ",0,0,"Pave",0,864,5,"AllPub",210,1970,1970,2009
120500,NA,3,"OneFam","Typical","No",0,0,"Typical",250,375,239,"ALQ","BLQ","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","Plywood",NA,NA,0,864,"CBlock",1,"Typ",660,2,"Typical","Unf","Typical","Detchd",1989,864,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",6960,646.60488,"Inside",60,"Regular",0,0,"None","Shed","Othr",500,11,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",0,"Above_Average","Below_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,864,5,"AllPub",96,1970,1970,2009
124500,NA,3,"OneFam","Typical","No",0,0,"Typical",673,191,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Good","Typical","MetalSd","MetalSd",NA,NA,0,864,"CBlock",1,"Typ",463,2,"Typical","Unf","Typical","Detchd",1994,864,0,"GasA","Excellent","One_Story",1,"Lvl","Gtl",8120,754.37236,"Inside",70,"Regular",0,0,"None",NA,"Othr",0,7,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",0,"Good","Below_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,864,5,"AllPub",0,1970,1970,2009
97000,NA,2,"OneFam","Typical","No",0,0,"Typical",160,524,180,"ALQ","LwQ","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,NA,0,864,"CBlock",1,"Typ",576,2,"Typical","Unf","Typical","Detchd",1989,864,0,"GasA","Good","One_Story",1,"Lvl","Gtl",10500,975.4815,"FR2",70,"Regular",0,0,"None",NA,"Othr",0,3,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",0,"Above_Average","Below_Average","Paved",0,NA,"CompShg","Gable","Abnorml","WD ",0,0,"Pave",0,864,4,"AllPub",216,1971,1971,2009
130000,NA,3,"OneFam","Typical","No",0,0,"Typical",624,240,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Good","Typical","VinylSd","VinylSd","Good_Wood",NA,0,864,"CBlock",1,"Typ",576,2,"Typical","Unf","Typical","Detchd",1986,864,0,"GasA","Good","One_Story",1,"Lvl","Gtl",9000,836.127,"FR2",60,"Regular",0,0,"None",NA,"Othr",0,7,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density","North_Ames",0,"Good","Below_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,864,5,"AllPub",200,1971,2006,2009
111000,NA,2,"Twnhs","Typical","No",1,0,"Typical",229,254,0,"BLQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,NA,0,483,"CBlock",1,"Typ",264,1,"Typical","Unf","Typical","Detchd",1973,987,1,"GasA","Typical","Two_Story",1,"Lvl","Gtl",1680,156.07704,"Inside",21,"Regular",0,504,"BrkFace",NA,"Othr",0,7,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density","Briardale",0,"Average","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,504,"Pave",0,483,5,"AllPub",0,1973,1973,2009
125000,NA,3,"TwnhsE","Typical","No",0,0,"Typical",0,765,0,"LwQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,NA,0,765,"CBlock",1,"Min1",440,2,"Typical","Unf","Typical","Attchd",1970,1365,1,"GasA","Typical","Two_Story",1,"Lvl","Gtl",2368,219.994304,"Inside",24,"Regular",0,312,"None",NA,"Othr",0,5,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density","Briardale",36,"Above_Average","Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,600,"Pave",0,765,7,"AllPub",0,1970,1970,2009
112000,NA,3,"Twnhs","Typical","No",0,0,"Typical",630,0,0,"Unf","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,NA,0,630,"CBlock",2,"Typ",280,1,"Typical","Unf","Typical","Detchd",1991,1302,1,"GasA","Typical","Two_Story",1,"Lvl","Gtl",1680,156.07704,"Inside",21,"Regular",0,142,"BrkFace",NA,"Othr",0,5,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density","Briardale",0,"Average","Average","Paved",0,NA,"CompShg","Gable","Abnorml","COD",0,672,"Pave",0,630,6,"AllPub",0,1971,1971,2009
97000,NA,2,"Twnhs","Typical","No",1,0,"Typical",79,110,294,"Rec","LwQ","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,NA,0,483,"CBlock",1,"Typ",288,1,"Typical","Unf","Typical","Detchd",1972,987,1,"GasA","Typical","Two_Story",1,"Lvl","Gtl",1680,156.07704,"Inside",21,"Regular",0,425,"BrkFace",NA,"Othr",0,7,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density","Briardale",0,"Above_Average","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,504,"Pave",0,483,5,"AllPub",0,1972,1972,2009
118000,NA,2,"Twnhs","Typical","No",0,0,"Typical",321,162,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","HdBoard","HdBoard",NA,NA,0,483,"CBlock",1,"Typ",264,1,"Typical","Unf","Typical","Detchd",1972,987,1,"GasA","Good","Two_Story",1,"Lvl","Gtl",1680,156.07704,"Inside",21,"Regular",0,510,"BrkFace",NA,"Othr",0,5,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density","Briardale",0,"Very_Good","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,504,"Pave",0,483,5,"AllPub",250,1972,2007,2009
119500,NA,3,"Twnhs","Typical","No",0,0,"Typical",399,231,0,"ALQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","CemntBd","CmentBd",NA,NA,0,630,"CBlock",2,"Typ",264,1,"Typical","Unf","Typical","Detchd",1972,1302,1,"GasA","Typical","Two_Story",1,"Lvl","Gtl",1680,156.07704,"Inside",21,"Regular",0,268,"BrkFace",NA,"Othr",0,2,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density","Briardale",0,"Good","Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,672,"Pave",0,630,6,"AllPub",185,1972,1972,2009
143750,NA,2,"TwnhsE","Typical","No",0,0,"Good",0,958,0,"LwQ","Unf","Y","Norm","Norm","Norm","SBrkr",0,"Typical","Typical","Plywood","Plywood",NA,NA,0,958,"CBlock",2,"Typ",440,2,"Typical","RFn","Typical","Attchd",1976,958,0,"GasA","Typical","One_Story",1,"Lvl","Gtl",4928,457.825984,"Inside",NA,"Slightly_Irregular",0,0,"None",NA,"Othr",0,10,"One_Story_PUD_1946_and_Newer","Residential_Low_Density","Northpark_Villa",60,"Above_Average","Above_Average","Paved",0,NA,"CompShg","Gable","Normal","WD ",0,0,"Pave",0,958,5,"AllPub",0,1976,1976,2009
